crane_type,crane_capacity_kg,boom_length_m,boom_angle_deg,lifting_radius_m,hook_height_m,load_type,load_weight_kg,load_area_m2,wind_speed_ms,gust_speed_ms,wind_direction_deg,temperature_c,humidity_percent,air_pressure_hpa,visibility_m,rain_mm,crane_tilt_deg,operator_experience_years,risk_score,safety_status
Rough Terrain Crane,7000,39.4,64,23.5,35.4,Precast Wall,1152,8.44,7.3,10.2,24,33.7,72,1004.2,4744,0.0,0.63,2,26.74,Safe
Rough Terrain Crane,7000,34.5,74,28.5,33.3,Precast Wall,3510,5.49,4.4,4.9,202,7.5,57,1027.7,7041,4.3,0.18,5,28.03,Safe
Rough Terrain Crane,7000,49.3,36,19.0,29.0,Concrete Block,4807,2.74,3.8,4.8,203,36.5,78,993.9,8764,1.2,0.38,22,22.81,Safe
Mobile Crane,5000,48.9,30,17.1,25.0,Concrete Block,1098,2.31,2.6,3.3,101,4.8,98,995.9,946,1.7,0.32,17,13.25,Safe
Rough Terrain Crane,7000,31.3,51,20.7,24.5,Precast Wall,1033,8.96,11.2,12.2,354,-3.1,35,1032.9,6861,0.0,0.37,25,28.0,Safe
Mobile Crane,5000,44.2,52,14.1,36.3,Machinery,1516,6.59,4.2,5.3,293,38.9,96,998.9,1281,8.4,0.11,20,18.62,Safe
Tower Crane,8000,48.3,35,16.9,27.1,Wind Turbine Blade,1847,25.06,11.3,12.3,60,40.9,54,997.5,6310,5.5,0.06,11,34.33,Safe
Rough Terrain Crane,7000,53.2,37,19.7,31.9,Steel Beam,2430,1.16,12.6,15.2,143,34.5,92,1024.7,3410,5.8,0.04,7,32.67,Safe
Mobile Crane,5000,34.1,38,27.5,21.4,Machinery,1046,6.24,4.1,5.1,349,19.4,38,1028.5,689,4.2,0.29,4,23.64,Safe
Crawler Crane,12000,70.4,45,44.9,50.1,Machinery,3118,4.84,1.8,2.3,109,18.4,40,1019.2,4971,5.8,0.11,1,18.15,Safe
Mobile Crane,5000,44.3,47,29.4,34.1,Wind Turbine Blade,1527,20.85,2.3,3.1,59,24.1,55,1029.6,7830,0.0,0.03,24,20.45,Safe
Crawler Crane,12000,56.7,29,28.3,25.7,Shipping Container,3302,17.86,3.5,3.8,199,41.2,86,993.0,8785,0.0,0.01,9,20.87,Safe
Crawler Crane,12000,43.6,42,36.6,28.1,Wind Turbine Blade,1941,18.24,6.1,8.0,277,20.2,50,1034.1,3716,4.6,0.47,19,28.1,Safe
Rough Terrain Crane,7000,48.3,74,14.7,47.8,Steel Pipe,1839,2.26,8.3,9.8,320,13.9,88,1022.7,3239,0.7,0.07,15,21.79,Safe
Rough Terrain Crane,7000,26.4,45,11.5,20.3,Machinery,1453,5.19,8.5,10.6,217,0.2,91,1002.5,5293,1.6,0.45,13,24.49,Safe
Tower Crane,8000,69.2,36,37.4,38.7,Steel Beam,1324,3.47,1.6,1.9,29,34.7,49,1007.4,2376,0.0,0.15,6,13.45,Safe
Mobile Crane,5000,21.2,29,16.6,10.2,Machinery,929,2.74,8.2,10.9,270,26.7,83,1020.8,7987,0.0,0.51,6,26.89,Safe
Tower Crane,8000,46.2,34,35.5,25.7,Steel Pipe,918,3.37,5.1,5.7,75,16.3,56,1015.6,4649,6.4,0.11,26,17.6,Safe
Tower Crane,8000,48.6,66,17.7,42.9,Steel Pipe,1918,2.38,4.8,5.5,206,31.5,79,1011.4,7373,0.0,0.33,1,18.09,Safe
Mobile Crane,5000,40.8,52,25.4,31.8,Machinery,1988,4.39,4.6,5.1,273,11.9,40,1003.8,2051,0.4,0.93,29,22.54,Safe
Mobile Crane,5000,38.2,34,21.2,23.4,Wind Turbine Blade,2260,21.64,7.9,10.6,317,35.9,70,1014.2,7999,5.1,0.28,22,33.56,Safe
Tower Crane,8000,43.3,38,17.7,26.1,Steel Beam,2140,2.41,5.4,7.0,141,29.3,48,998.7,6250,7.2,0.17,20,18.42,Safe
Tower Crane,8000,48.1,48,25.2,36.0,Precast Wall,1292,11.75,3.5,4.0,238,25.0,87,999.9,8339,5.6,0.22,3,19.24,Safe
Crawler Crane,12000,63.7,33,33.8,35.4,Glass Panel,466,8.4,1.2,1.6,103,14.4,35,1034.2,963,7.1,0.19,11,12.58,Safe
Tower Crane,8000,47.8,30,15.1,25.7,Machinery,1257,4.3,13.0,14.7,38,26.5,69,1004.9,2602,0.0,0.39,7,29.82,Safe
Crawler Crane,12000,48.3,36,35.9,29.6,Wind Turbine Blade,2060,17.45,5.9,7.4,60,16.1,33,1028.2,7516,0.0,0.29,1,27.41,Safe
Crawler Crane,12000,40.3,41,14.0,25.9,Precast Wall,1725,6.57,3.8,4.9,334,24.5,62,997.5,7735,2.4,0.3,11,14.72,Safe
Mobile Crane,5000,37.1,40,26.2,25.2,Steel Pipe,913,5.06,8.2,8.7,40,-4.4,40,1031.8,3013,1.1,0.11,4,26.47,Safe
Tower Crane,8000,55.3,39,40.1,32.9,Concrete Block,2329,2.95,5.4,6.3,207,36.5,55,1024.4,5133,3.7,0.05,10,22.87,Safe
Crawler Crane,12000,64.5,27,50.3,30.1,Machinery,2967,7.99,5.5,7.0,323,7.2,70,993.3,8069,0.7,0.14,11,23.64,Safe
Tower Crane,8000,41.9,47,33.5,32.2,Wind Turbine Blade,3421,28.2,3.6,4.1,235,5.6,59,1023.3,2720,1.9,0.44,22,31.23,Safe
Crawler Crane,12000,70.2,70,52.3,67.8,Shipping Container,2967,10.11,6.3,6.7,5,38.3,63,1008.4,7213,7.6,0.23,23,24.45,Safe
Rough Terrain Crane,7000,27.8,42,13.5,19.2,Precast Wall,3083,9.4,8.3,9.9,81,37.0,79,1010.6,2092,3.1,0.23,12,31.02,Safe
Tower Crane,8000,50.9,29,27.0,23.2,Shipping Container,2181,11.29,13.6,15.8,166,4.4,90,1000.1,1567,0.6,0.4,22,35.79,Warning
Crawler Crane,12000,40.4,27,22.5,18.9,Wind Turbine Blade,1937,16.52,9.8,10.4,93,14.0,92,1005.7,7968,0.0,0.55,8,30.22,Safe
Rough Terrain Crane,7000,36.1,50,21.0,26.7,Wind Turbine Blade,1778,20.37,2.9,3.8,32,21.1,32,996.6,531,4.5,0.02,11,23.46,Safe
Tower Crane,8000,56.9,35,38.4,34.2,Shipping Container,3390,16.05,3.6,4.5,310,4.8,95,995.5,897,9.0,0.07,30,25.31,Safe
Crawler Crane,12000,59.6,69,19.6,57.3,Precast Wall,3377,11.94,6.7,7.4,62,8.0,72,994.3,8057,1.6,0.35,16,22.59,Safe
Crawler Crane,12000,87.8,49,70.8,66.2,Steel Beam,1013,1.72,8.7,10.3,276,6.1,48,1018.0,4237,4.6,0.29,4,26.31,Safe
Mobile Crane,5000,45.4,46,33.0,33.4,Machinery,1356,6.59,3.9,4.2,277,28.1,33,1016.7,8288,4.2,0.56,26,19.49,Safe
Crawler Crane,12000,41.1,74,19.5,40.6,Machinery,3276,6.11,5.6,6.8,120,13.4,96,1013.4,2779,3.8,0.43,23,20.96,Safe
Crawler Crane,12000,72.0,66,25.9,65.7,Shipping Container,3916,15.13,2.5,3.1,34,6.3,59,991.7,5975,0.0,0.41,8,19.88,Safe
Crawler Crane,12000,86.4,54,34.5,69.2,Steel Pipe,891,2.8,6.2,7.5,353,35.3,89,1029.3,826,2.3,0.24,12,17.44,Safe
Crawler Crane,12000,84.1,27,55.2,39.9,Steel Pipe,693,5.25,7.2,9.5,297,33.2,65,1032.0,7357,1.4,0.5,1,23.27,Safe
Tower Crane,8000,43.0,25,35.8,19.9,Machinery,1414,7.48,7.0,7.5,146,14.2,65,1017.1,591,0.0,0.62,29,24.41,Safe
Mobile Crane,5000,42.0,75,29.3,41.9,Steel Pipe,1266,5.29,8.9,11.6,11,42.0,37,1032.7,6570,4.1,0.23,13,28.46,Safe
Crawler Crane,12000,47.3,45,30.4,32.3,Concrete Block,3023,1.82,13.3,17.6,252,10.4,36,1023.7,9001,0.0,0.12,30,30.19,Safe
Mobile Crane,5000,23.0,54,17.5,16.9,Machinery,3807,7.81,7.3,8.7,202,10.6,29,992.1,9521,0.0,0.07,20,34.49,Safe
Tower Crane,8000,41.7,64,30.7,36.6,Wind Turbine Blade,2414,24.26,9.1,12.3,355,25.7,35,1003.7,8560,0.0,0.53,30,33.83,Safe
Rough Terrain Crane,7000,43.9,30,29.1,23.3,Steel Beam,1132,1.75,6.2,6.5,176,3.4,86,1015.3,6470,1.7,0.76,21,19.83,Safe
Mobile Crane,5000,48.0,34,18.1,26.7,Precast Wall,4278,8.16,3.3,3.8,263,28.0,34,1020.5,6635,1.7,0.31,16,28.18,Safe
Tower Crane,8000,73.0,49,56.8,55.3,Concrete Block,2857,1.62,7.5,9.3,106,20.9,81,1013.6,3585,0.9,0.23,20,26.69,Safe
Tower Crane,8000,55.8,61,20.8,50.1,Concrete Block,3490,1.84,2.0,2.5,78,24.9,43,1000.8,1749,0.0,0.23,27,14.51,Safe
Mobile Crane,5000,25.1,46,13.1,19.4,Precast Wall,2464,9.65,8.6,10.1,248,24.7,75,1026.2,8833,1.2,0.04,24,29.03,Safe
Tower Crane,8000,69.2,72,23.6,64.7,Concrete Block,1479,2.63,4.0,5.0,341,31.9,53,1032.8,3402,0.7,0.45,10,15.58,Safe
Mobile Crane,5000,26.7,73,16.1,26.7,Glass Panel,270,7.18,10.6,13.0,341,31.4,99,1026.8,9113,0.0,0.26,8,26.37,Safe
Mobile Crane,5000,20.4,41,15.9,11.5,Glass Panel,1072,8.39,12.0,14.6,131,21.6,93,1017.4,7424,2.1,0.2,18,32.98,Safe
Mobile Crane,5000,48.9,63,39.5,42.3,Shipping Container,3097,15.59,4.9,6.0,98,36.4,58,1029.2,9582,0.0,0.3,4,33.86,Safe
Crawler Crane,12000,79.0,58,54.5,66.2,Shipping Container,2373,12.11,5.3,5.9,75,41.4,52,1014.0,3808,0.0,0.69,14,24.15,Safe
Rough Terrain Crane,7000,27.1,25,11.0,11.7,Steel Pipe,992,3.52,1.7,2.0,187,18.5,67,993.8,7186,1.1,0.77,17,10.9,Safe
Crawler Crane,12000,52.9,54,35.0,41.1,Steel Pipe,2024,5.47,0.7,0.9,85,33.5,88,1025.1,1382,3.2,0.26,14,13.72,Safe
Crawler Crane,12000,61.0,36,19.3,34.7,Steel Pipe,1751,2.57,2.4,2.6,319,26.7,37,1024.5,8556,5.7,0.39,19,9.98,Safe
Tower Crane,8000,62.2,47,36.1,46.0,Glass Panel,1021,10.51,1.9,2.4,307,3.5,45,1023.5,8023,0.9,0.08,3,15.26,Safe
Rough Terrain Crane,7000,30.9,41,11.9,19.2,Glass Panel,577,12.63,8.8,11.2,86,17.4,33,1030.9,1080,1.9,0.11,2,26.22,Safe
Crawler Crane,12000,85.5,37,28.3,49.5,Machinery,3493,4.4,7.2,9.3,92,4.4,65,1019.7,2694,1.6,0.42,28,21.04,Safe
Tower Crane,8000,42.8,69,31.3,40.3,Wind Turbine Blade,2906,24.85,12.8,16.8,233,21.8,31,1009.5,5642,1.0,0.25,28,41.54,Warning
Mobile Crane,5000,37.1,57,20.2,30.9,Steel Pipe,950,5.28,6.9,9.2,110,19.0,29,1001.2,9892,0.0,0.18,12,21.18,Safe
Tower Crane,8000,59.0,25,40.8,25.6,Precast Wall,3905,11.66,2.7,3.2,188,20.0,25,1004.0,4451,0.0,0.28,30,22.22,Safe
Mobile Crane,5000,22.8,65,12.2,19.2,Glass Panel,655,7.95,11.7,14.8,89,31.3,76,1030.3,2949,0.7,0.55,13,30.76,Safe
Tower Crane,8000,59.3,35,30.0,32.8,Concrete Block,4967,1.12,3.7,4.4,63,27.8,64,1027.4,5187,1.8,0.1,22,22.0,Safe
Crawler Crane,12000,76.8,42,51.1,52.0,Glass Panel,651,12.58,19.1,22.9,156,44.4,75,1015.0,2245,0.3,0.12,18,42.0,Warning
Rough Terrain Crane,7000,29.1,47,21.6,20.9,Machinery,2543,4.09,8.6,9.9,128,8.1,30,1016.2,3910,0.7,0.15,1,31.35,Safe
Tower Crane,8000,71.0,35,48.8,41.6,Steel Beam,2554,3.19,2.9,3.8,110,-3.2,30,1010.1,5231,1.3,0.05,5,19.65,Safe
Crawler Crane,12000,55.3,67,30.5,50.5,Precast Wall,2906,5.15,4.6,5.2,272,42.0,72,1018.0,3408,0.0,0.13,9,19.69,Safe
Crawler Crane,12000,82.9,28,31.4,37.0,Glass Panel,207,8.16,8.2,11.3,44,41.3,49,999.2,8273,0.0,0.57,1,22.28,Safe
Crawler Crane,12000,84.7,42,69.0,57.7,Steel Pipe,764,5.75,3.0,3.7,130,31.3,60,1025.1,4857,5.1,0.34,27,14.82,Safe
Mobile Crane,5000,33.1,53,12.0,28.3,Shipping Container,4057,10.39,4.3,5.4,279,31.3,40,1027.8,6399,0.5,0.07,16,28.93,Safe
Tower Crane,8000,69.0,57,51.0,57.1,Steel Pipe,665,2.28,5.1,6.8,191,22.5,94,1035.0,3411,0.0,0.61,28,16.96,Safe
Rough Terrain Crane,7000,29.9,60,9.3,25.5,Machinery,2405,5.97,9.0,11.0,208,22.5,62,1020.8,9823,0.0,0.2,8,25.93,Safe
Tower Crane,8000,42.9,71,17.1,40.2,Concrete Block,4000,2.01,12.0,13.7,155,-2.0,50,997.3,6312,1.5,0.03,3,34.38,Safe
Crawler Crane,12000,58.2,70,18.4,52.9,Steel Beam,2002,1.85,10.1,11.5,58,-4.3,32,1033.0,4809,1.3,0.04,24,20.94,Safe
Tower Crane,8000,45.2,53,26.1,37.1,Precast Wall,1661,8.59,9.2,9.8,27,33.8,48,990.1,3074,3.9,0.12,16,27.07,Safe
Mobile Crane,5000,21.5,52,9.3,18.0,Glass Panel,636,12.12,7.7,9.6,21,44.0,99,1003.3,2407,3.4,0.33,4,25.75,Safe
Tower Crane,8000,46.3,61,26.1,40.2,Steel Beam,2405,1.39,2.1,2.2,173,0.4,67,1014.1,4257,1.9,0.04,7,15.87,Safe
Tower Crane,8000,75.1,45,34.4,51.4,Steel Pipe,1477,3.63,12.3,15.3,278,34.9,50,1029.0,2183,2.7,0.19,1,31.86,Safe
Tower Crane,8000,72.8,39,24.0,45.9,Wind Turbine Blade,2608,23.98,11.7,14.6,120,15.5,83,991.3,4058,1.7,0.38,25,35.58,Warning
Rough Terrain Crane,7000,52.4,30,28.1,24.8,Machinery,3162,3.47,4.3,5.7,201,2.8,51,1015.7,9504,0.8,0.64,16,22.13,Safe
Crawler Crane,12000,83.8,65,68.3,74.0,Steel Beam,2582,3.57,2.7,3.8,90,13.6,65,1028.3,9149,0.0,0.44,10,17.99,Safe
Rough Terrain Crane,7000,45.8,63,35.7,41.8,Shipping Container,3401,17.14,7.7,9.5,13,3.9,83,1026.2,4635,1.0,0.36,3,37.44,Warning
Rough Terrain Crane,7000,37.9,34,27.6,22.8,Machinery,2585,4.84,9.1,10.3,70,-1.0,44,1028.7,8314,1.2,0.03,16,28.95,Safe
Crawler Crane,12000,75.3,67,40.8,70.8,Concrete Block,3714,1.05,11.0,13.4,122,-4.0,89,1018.9,6500,2.3,0.01,18,28.19,Safe
Mobile Crane,5000,28.0,39,9.1,17.1,Concrete Block,3116,1.78,1.4,1.7,191,9.1,75,1028.8,9833,5.3,0.18,16,17.46,Safe
Crawler Crane,12000,45.6,55,22.9,35.9,Shipping Container,2035,13.1,6.3,7.8,159,2.7,43,997.9,1960,0.8,0.21,8,24.11,Safe
Rough Terrain Crane,7000,26.9,55,18.0,21.9,Shipping Container,3460,10.39,11.2,12.7,323,1.7,66,998.8,4040,5.4,0.43,25,37.2,Warning
Mobile Crane,5000,24.3,26,10.8,12.3,Glass Panel,825,8.2,4.5,5.3,76,35.7,45,1007.5,2367,0.0,0.03,17,16.77,Safe
Rough Terrain Crane,7000,41.6,50,23.8,30.5,Shipping Container,2909,14.56,6.1,8.2,145,25.1,73,990.2,8689,2.0,0.33,16,28.06,Safe
Crawler Crane,12000,72.8,70,54.8,68.1,Shipping Container,2007,15.61,7.8,8.4,217,19.8,40,1014.3,882,0.0,0.35,11,29.37,Safe
Tower Crane,8000,53.6,37,43.3,32.7,Concrete Block,2130,1.81,8.2,8.9,260,43.3,61,1030.3,2112,1.5,0.05,16,26.44,Safe
Crawler Crane,12000,64.9,58,22.6,53.5,Wind Turbine Blade,1954,21.44,4.9,6.2,10,17.9,77,1018.9,3748,1.6,0.73,22,21.94,Safe
Rough Terrain Crane,7000,59.0,74,32.6,58.2,Shipping Container,4100,13.76,11.8,13.6,277,34.4,52,1015.6,1860,5.4,0.43,18,41.51,Warning
Rough Terrain Crane,7000,33.1,45,11.2,22.7,Steel Pipe,2009,5.57,4.0,4.8,24,42.0,80,1001.9,907,0.0,0.28,8,18.77,Safe
Rough Terrain Crane,7000,44.8,29,26.2,21.0,Precast Wall,1152,8.21,5.0,5.8,172,40.7,60,1015.1,3374,0.5,0.01,4,20.71,Safe
Mobile Crane,5000,29.8,67,13.6,29.2,Precast Wall,4196,9.96,9.5,11.2,297,36.2,72,998.9,5540,4.3,0.08,19,38.84,Warning
Rough Terrain Crane,7000,51.5,36,37.3,31.6,Machinery,2142,4.05,7.2,9.1,91,4.3,63,1007.9,2670,0.0,0.22,27,24.49,Safe
Rough Terrain Crane,7000,53.5,69,41.7,48.4,Concrete Block,2733,1.26,11.2,14.3,308,38.3,54,1019.3,9940,1.4,0.1,4,34.32,Safe
Mobile Crane,5000,30.4,57,23.5,24.5,Glass Panel,1001,7.17,6.9,8.9,302,-1.1,77,1018.6,2187,0.0,0.09,2,27.0,Safe
Rough Terrain Crane,7000,58.3,43,29.8,40.8,Glass Panel,828,12.29,5.3,7.0,5,37.1,79,995.5,1600,0.5,0.31,2,22.61,Safe
Crawler Crane,12000,87.6,67,59.7,80.3,Precast Wall,3193,6.25,4.9,6.7,160,17.8,87,1011.6,5845,0.0,0.31,1,23.91,Safe
Rough Terrain Crane,7000,28.7,29,19.3,12.6,Machinery,3453,6.3,10.8,13.4,116,3.2,62,1002.2,9986,8.8,0.51,15,36.66,Warning
Mobile Crane,5000,34.7,47,22.7,24.8,Wind Turbine Blade,2427,27.29,3.1,4.0,247,35.1,100,993.8,7324,3.5,0.2,3,31.57,Safe
Rough Terrain Crane,7000,26.4,75,15.7,27.2,Steel Pipe,2083,2.12,6.3,7.3,177,14.8,71,1015.0,5607,3.5,0.36,29,20.65,Safe
Mobile Crane,5000,40.5,29,16.6,20.0,Machinery,3146,2.25,1.5,1.9,151,44.3,35,993.3,9662,2.5,0.92,25,18.89,Safe
Mobile Crane,5000,24.6,32,7.7,13.9,Steel Pipe,2031,3.17,8.7,10.3,149,44.2,92,1026.8,1346,0.0,0.31,21,25.68,Safe
Crawler Crane,12000,86.3,63,27.8,75.5,Concrete Block,1409,2.14,12.8,14.1,142,36.3,35,998.5,6947,1.4,0.17,23,24.3,Safe
Tower Crane,8000,56.8,33,44.1,31.0,Precast Wall,2925,10.97,4.4,5.9,0,32.6,88,1030.6,9685,8.8,0.61,26,25.09,Safe
Mobile Crane,5000,39.0,43,31.3,25.5,Wind Turbine Blade,3156,16.7,2.1,2.9,353,26.4,82,1000.0,8902,4.6,0.63,15,29.99,Safe
Tower Crane,8000,62.6,58,51.3,52.0,Precast Wall,3255,6.7,8.5,9.4,261,18.8,77,1026.1,7877,0.2,0.04,15,30.31,Safe
Mobile Crane,5000,21.7,27,15.3,9.4,Concrete Block,2978,2.8,7.2,7.9,215,-4.6,64,1010.1,4396,2.2,0.05,30,28.33,Safe
Mobile Crane,5000,34.5,70,17.0,32.5,Shipping Container,1542,14.75,1.7,1.8,238,42.6,100,1031.3,568,3.8,0.07,11,19.65,Safe
Tower Crane,8000,62.7,65,35.0,57.4,Concrete Block,4608,2.98,8.5,11.2,321,12.9,92,1014.9,4661,3.7,0.3,12,32.78,Safe
Mobile Crane,5000,27.8,45,12.6,19.5,Precast Wall,2376,11.08,7.8,8.4,271,4.1,38,1016.5,5126,2.2,0.2,7,30.73,Safe
Tower Crane,8000,47.0,59,30.0,39.9,Concrete Block,4355,2.23,7.6,10.0,302,33.1,77,992.2,2400,0.0,0.71,26,30.03,Safe
Mobile Crane,5000,31.6,61,17.1,28.9,Glass Panel,795,11.86,10.7,13.8,111,1.6,46,1033.0,911,0.5,0.16,24,28.9,Safe
Rough Terrain Crane,7000,53.9,57,21.2,43.5,Glass Panel,931,7.89,4.3,6.0,246,16.5,99,1006.4,2547,2.5,0.51,19,16.78,Safe
Crawler Crane,12000,70.9,32,59.2,38.8,Wind Turbine Blade,2922,19.43,3.0,3.7,62,34.0,40,1018.5,5695,1.1,0.64,20,24.21,Safe
Rough Terrain Crane,7000,42.4,57,14.6,36.5,Wind Turbine Blade,2262,26.28,5.9,7.3,234,33.1,83,1006.2,1248,3.8,0.09,15,28.58,Safe
Tower Crane,8000,73.4,55,50.5,58.8,Concrete Block,3412,2.46,4.3,5.0,298,1.5,49,1022.8,4599,0.2,0.03,14,22.21,Safe
Crawler Crane,12000,84.6,59,48.9,71.4,Glass Panel,292,7.45,7.8,9.0,228,28.1,28,1022.2,8222,0.0,0.36,24,18.88,Safe
Mobile Crane,5000,48.2,74,25.1,46.4,Concrete Block,3744,2.95,2.4,2.9,259,9.5,49,1027.2,2289,4.8,0.55,21,25.54,Safe
Mobile Crane,5000,43.4,43,24.5,28.6,Wind Turbine Blade,3458,28.84,4.7,6.5,262,-4.7,38,995.7,1966,2.1,0.21,17,36.91,Warning
Tower Crane,8000,58.4,27,45.1,26.3,Steel Pipe,2423,3.4,0.5,0.7,16,-1.2,66,994.8,7617,0.0,0.69,28,13.76,Safe
Rough Terrain Crane,7000,38.4,67,23.1,34.5,Shipping Container,3055,17.49,3.2,4.2,1,7.2,98,993.8,1368,3.2,0.38,3,28.59,Safe
Crawler Crane,12000,87.8,30,41.9,41.9,Glass Panel,723,10.03,2.4,3.0,81,15.5,81,1028.0,7087,0.7,0.11,29,9.86,Safe
Mobile Crane,5000,22.3,25,9.9,10.4,Steel Beam,1661,2.54,6.9,9.6,225,41.6,75,1016.8,2100,1.7,0.63,25,23.24,Safe
Tower Crane,8000,66.0,62,42.3,57.0,Precast Wall,2684,8.29,6.5,7.1,16,11.3,91,1023.0,6165,1.4,0.63,11,27.03,Safe
Mobile Crane,5000,20.1,42,16.1,12.3,Steel Pipe,1938,5.66,6.8,8.8,22,16.3,63,1012.4,7277,4.1,0.21,9,29.22,Safe
Tower Crane,8000,54.9,25,39.9,24.0,Steel Pipe,353,4.81,3.6,4.8,96,31.7,74,1016.3,2927,0.0,0.09,3,16.94,Safe
Crawler Crane,12000,82.0,33,43.0,46.1,Wind Turbine Blade,3133,19.48,9.2,11.8,216,2.0,26,998.7,6648,0.0,0.11,18,30.36,Safe
Crawler Crane,12000,51.5,58,41.6,44.3,Machinery,1831,4.99,14.0,18.2,330,43.8,29,1001.8,1005,1.6,0.54,12,37.54,Warning
Rough Terrain Crane,7000,54.6,40,26.2,35.1,Steel Pipe,1711,3.06,2.4,2.6,159,15.3,66,1010.7,9238,5.0,0.25,5,15.26,Safe
Rough Terrain Crane,7000,29.6,25,17.5,11.2,Steel Beam,1364,1.36,4.8,6.0,54,4.4,71,1024.6,9390,0.0,0.17,21,15.51,Safe
Tower Crane,8000,40.8,68,30.4,38.9,Steel Beam,2852,2.61,11.2,11.8,118,3.5,70,1030.0,3209,0.8,0.02,17,31.92,Safe
Rough Terrain Crane,7000,51.7,44,33.7,37.4,Steel Pipe,1509,5.52,3.9,5.2,338,40.1,80,1019.5,5359,0.0,0.28,6,19.9,Safe
Crawler Crane,12000,66.5,56,42.4,57.1,Steel Pipe,2183,2.21,10.4,12.5,47,44.6,57,993.3,7733,2.8,0.16,26,24.95,Safe
Crawler Crane,12000,48.9,43,23.6,33.7,Steel Beam,1481,1.18,2.7,2.9,319,12.5,42,1014.3,6099,1.3,0.36,1,13.65,Safe
Mobile Crane,5000,43.5,54,15.5,33.9,Wind Turbine Blade,2000,25.63,6.9,8.2,268,35.9,28,1016.4,676,0.0,0.04,10,31.7,Safe
Crawler Crane,12000,42.1,37,31.4,25.8,Steel Pipe,2234,2.72,3.4,3.6,215,23.8,50,1026.3,7029,2.5,0.24,18,16.27,Safe
Mobile Crane,5000,25.6,58,15.7,21.7,Glass Panel,1003,7.45,4.7,5.6,296,19.0,53,1025.3,8141,0.4,0.36,12,19.74,Safe
Tower Crane,8000,48.5,48,19.2,36.2,Machinery,3336,2.18,4.8,5.9,182,24.8,70,1004.3,9757,6.3,0.11,2,21.81,Safe
Tower Crane,8000,63.7,38,39.4,39.3,Precast Wall,1034,7.07,7.9,10.9,31,30.7,61,990.1,2703,8.5,0.46,22,25.02,Safe
Crawler Crane,12000,43.5,32,32.3,24.9,Machinery,2995,6.84,1.2,1.3,231,-3.5,93,1028.0,3263,0.0,0.19,21,15.26,Safe
Tower Crane,8000,74.9,75,61.4,70.5,Wind Turbine Blade,3081,29.43,6.3,7.5,218,2.9,40,1000.4,2268,6.3,0.35,8,38.04,Warning
Tower Crane,8000,58.3,72,30.5,54.9,Concrete Block,2447,1.8,7.9,8.4,179,14.1,93,1011.2,5936,3.3,0.02,22,22.37,Safe
Mobile Crane,5000,32.3,28,19.7,13.3,Steel Pipe,2366,4.48,1.0,1.3,184,9.8,60,993.8,9868,0.0,0.29,10,17.96,Safe
Rough Terrain Crane,7000,36.7,52,29.2,29.8,Glass Panel,727,13.36,8.0,9.6,116,36.0,48,1000.1,7139,0.0,0.54,20,26.34,Safe
Tower Crane,8000,69.3,28,38.1,30.7,Shipping Container,4073,13.28,7.6,9.0,94,24.8,37,1034.9,2755,4.2,0.31,3,34.75,Safe
Tower Crane,8000,55.7,64,25.8,49.9,Wind Turbine Blade,1786,21.57,4.8,5.5,138,39.5,87,1013.2,2792,1.4,0.31,15,24.13,Safe
Rough Terrain Crane,7000,33.1,59,22.3,30.4,Machinery,3660,5.32,6.9,9.6,107,29.6,49,1026.8,1046,4.0,0.14,30,28.86,Safe
Rough Terrain Crane,7000,29.6,54,16.3,24.5,Shipping Container,3745,11.57,6.0,7.4,78,24.7,65,1007.4,4422,6.5,0.06,4,31.48,Safe
Tower Crane,8000,55.0,52,41.9,42.8,Shipping Container,2030,16.59,3.5,4.3,206,34.6,100,1015.6,1622,0.0,0.21,15,23.87,Safe
Tower Crane,8000,71.2,71,60.0,69.3,Wind Turbine Blade,2732,19.37,10.3,12.6,48,-0.6,66,1008.0,7852,0.0,0.37,8,38.61,Warning
Rough Terrain Crane,7000,29.5,56,13.7,23.9,Precast Wall,2779,7.4,11.5,13.0,344,26.7,44,993.6,8892,4.4,0.13,8,33.35,Safe
Crawler Crane,12000,70.1,34,49.6,39.5,Wind Turbine Blade,2906,16.57,9.2,10.0,95,36.0,75,1008.7,1919,2.0,0.26,17,31.94,Safe
Mobile Crane,5000,26.7,36,21.4,15.1,Wind Turbine Blade,2110,26.6,9.9,11.0,332,26.5,48,1017.3,1201,4.0,0.22,28,39.71,Warning
Rough Terrain Crane,7000,40.5,73,29.7,40.2,Machinery,2840,3.18,8.0,10.5,334,32.6,29,1004.3,9720,0.0,0.22,28,26.18,Safe
Rough Terrain Crane,7000,52.1,47,25.3,39.6,Wind Turbine Blade,1695,16.09,9.5,10.8,293,44.7,59,1016.0,5548,0.7,0.35,4,31.47,Safe
Mobile Crane,5000,39.5,36,18.1,23.6,Glass Panel,672,11.54,3.5,4.8,217,-0.1,96,1022.3,9134,2.6,0.28,5,17.51,Safe
Mobile Crane,5000,34.5,45,14.4,25.2,Wind Turbine Blade,2946,17.42,2.2,3.0,95,-3.4,66,1009.6,1273,6.5,0.35,24,25.45,Safe
Rough Terrain Crane,7000,38.9,54,20.0,33.2,Precast Wall,1544,11.12,4.0,5.5,156,12.3,91,1004.0,7471,6.1,0.36,7,21.26,Safe
